model,sample_idx,label,pred_prob,gsshap_time,gsshap_nplayers,gsshap_compression,gsshap_comp,gsshap_suff,gsshap_gini,gsshap_efficiency_err,timeshap_time,timeshap_comp,timeshap_suff,timeshap_gini,winshap_time,winshap_comp,winshap_suff,winshap_gini,lime_time,lime_comp,lime_suff,lime_gini,noseg_time,noseg_comp,noseg_suff,noseg_gini,nogrp_time,nogrp_comp,nogrp_suff,nogrp_gini,rank_gs_ts
LSTM,18,1,1.0,0.2789489459246397,3,0.9625,0.0015540122985839844,0.0,-1.0125,0.0,0.5172743659932166,0.00014355778694152832,0.0,0.4726599074276474,0.2623683849815279,0.0015540122985839844,0.0,-1.0125,0.2678315460216254,7.522106170654297e-05,0.0,0.36375563222782104,0.18959587602876127,0.0015540122985839844,0.0,-1.0125,0.7453253821004182,0.0015540122985839844,0.0,-1.0125,
LSTM,19,1,1.0,0.28025417611934245,3,0.9625,0.0,0.0,-1.0125,0.0,0.5146334101445973,2.9802322387695312e-08,0.0,0.4476476106971392,0.2610110519453883,0.0,0.0,-1.0125,0.2666548809502274,0.0,0.0,0.31271257650236395,0.19100026600062847,0.0,0.0,-1.0125,0.7451905319467187,0.0,0.0,-1.0125,
LSTM,20,0,0.00013200372632127255,0.25863861409015954,3,0.9625,-0.9998679757118225,0.00018367893062531948,0.8998271689316939,2.056185621768236e-08,0.5159177519381046,-0.7194839715957642,0.9998598694801331,0.4656696535973226,0.2618064989801496,-0.5204793214797974,0.9998598694801331,0.33176986847084255,0.2665461089927703,-0.7498171329498291,0.9998598694801331,0.4213374779363346,0.19059926690533757,-0.9998679757118225,0.0006104552303440869,0.8823963662204963,0.7521354639902711,-0.9998679757118225,0.00014882272807881236,0.8997437522681553,0.5568687461380654
LSTM,21,1,1.0,0.27851771796122193,3,0.9625,0.0019338726997375488,0.0,-1.0125,0.0,0.5156359479296952,0.01271393895149231,0.0,0.47210933199254157,0.26141644292511046,0.0019338726997375488,0.0,-1.0125,0.26553583098575473,0.00021153688430786133,0.0,0.36264342688845286,0.18879673187620938,0.0019338726997375488,0.0,-1.0125,0.780998368980363,0.0019338726997375488,0.0,-1.0125,
LSTM,22,0,0.14839915931224823,0.25744217820465565,3,0.9625,-0.8516008257865906,0.08586623519659042,0.8659440728063841,4.470348358154297e-08,0.5158340928610414,-0.8478131294250488,0.8516004681587219,0.2549095474279879,0.2615931089967489,-0.6062834858894348,0.8515998125076294,0.1453709606615392,0.2656651488505304,-0.7804393768310547,0.8516007661819458,0.20721832663209971,0.1895465231500566,-0.8516008257865906,0.09008096158504486,0.8706940916333523,0.7034124550409615,-0.8516008257865906,0.0855148658156395,0.8319503865678342,0.3712458307587102
LSTM,23,1,1.0,0.27806093194521964,3,0.9625,0.0,0.0,-1.0125,0.0,0.513529040850699,0.0,0.0,0.448275927541556,0.2611820090096444,0.0,0.0,-1.0125,0.26501222094520926,0.0,0.0,0.31069594538515455,0.189125657081604,0.0,0.0,-1.0125,0.7307314530480653,0.0,0.0,-1.0125,
LSTM,24,1,1.0,0.27902143402025104,3,0.9625,0.005738675594329834,0.0,-1.0125,0.0,0.5140285729430616,0.13325349986553192,0.0,0.47388711034255904,0.26128201303072274,0.005738675594329834,0.0,-1.0125,0.2657932238653302,0.06113792955875397,0.0,0.36622015614484593,0.1896975941490382,0.0,0.0,0.7354136274171132,0.7825194650795311,0.005738675594329834,0.0,-1.0125,
LSTM,25,1,1.0,0.27809050399810076,3,0.9625,0.0011487901210784912,0.0,-1.0125,0.0,0.5148953839670867,3.8683414459228516e-05,0.0,0.47276744853303354,0.2627710518427193,0.0011487901210784912,0.0,-1.0125,0.26724739279598,1.5228986740112305e-05,0.0,0.3639122795748524,0.19005782017484307,0.0011487901210784912,0.0,-1.0125,0.7448114219587296,0.0011487901210784912,0.0,-1.0125,
LSTM,26,1,1.0,0.2786700709257275,3,0.9625,0.0,0.0,-1.0125,0.0,0.5184185469988734,0.0,0.0,-1.0125,0.26281666988506913,0.0,0.0,-1.0125,0.2667134238872677,0.0,0.0,-1.0125,0.1898730699904263,0.0,0.0,-1.0125,0.6981564050074667,0.0,0.0,-1.0125,
LSTM,27,1,1.0,0.254805559059605,2,0.975,0.0,0.0,-1.0125,0.0,0.5177582257892936,0.0,0.0,-1.0125,0.26294385991059244,0.0,0.0,-1.0125,0.26819126517511904,0.0,0.0,-1.0125,0.19182100519537926,0.0,0.0,-1.0125,0.826641608029604,0.0,0.0,-1.0125,
LSTM,28,0,0.010301063768565655,0.2594967659097165,3,0.9625,-0.9896989464759827,0.006961760576814413,0.8965428717864483,1.0244548320770264e-08,0.517869926057756,-0.7405582666397095,0.9896989464759827,0.18002401420483793,0.26276978803798556,-0.7400798797607422,0.9896989464759827,0.09760355507745322,0.26758516300469637,-0.9888556003570557,0.9896989464759827,0.19219075253948836,0.19218661589547992,-0.9896989464759827,0.007202749606221914,0.8715660951459643,0.7080738828517497,-0.9896989464759827,0.00927613116800785,0.8899200639981588,0.4640572884483878
LSTM,29,0,0.000613158626947552,0.25850061886012554,3,0.9625,-0.9993868470191956,0.0005467502633109689,0.8998618169490975,5.6461431086063385e-09,0.5180740219075233,-0.5317968726158142,0.9979948997497559,0.44654603246345426,0.2639268839266151,-0.5006521940231323,0.9979948997497559,0.35500387636006114,0.26825490687042475,-0.5317968726158142,0.9979948997497559,0.44520473379000536,0.19129206496290863,-0.9993868470191956,0.0005467502633109689,0.8282906963443344,0.7475813399069011,-0.9993868470191956,0.00012112126569263637,0.8983259050286398,0.5568687461380654
LSTM,30,1,1.0,0.2780079930089414,3,0.9625,0.0,0.0,-1.0125,0.0,0.5165099517907947,0.0,0.0,0.448275880961968,0.2614989220164716,0.0,0.0,-1.0125,0.2667937600053847,0.0,0.0,0.3106958465260026,0.19180866400711238,0.0,0.0,-1.0125,0.615541563834995,0.0,0.0,-1.0125,
LSTM,31,1,1.0,0.2794742409605533,3,0.9625,0.009766608476638794,0.0,-1.0125,0.0,0.5165711010340601,0.018023550510406494,0.0,0.4723339593173741,0.2620793799869716,0.009766608476638794,0.0,-1.0125,0.26680952310562134,0.014172285795211792,0.0,0.3630374882070906,0.19129767804406583,0.009766608476638794,0.0,-1.0125,0.7880846101325005,0.009766608476638794,0.0,-1.0125,
LSTM,32,1,1.0,0.28215946396812797,3,0.9625,0.0,0.0,-1.0125,0.0,0.5174935259856284,0.0,0.0,0.448275927541556,0.26304536289535463,0.0,0.0,-1.0125,0.2678964459337294,0.0,0.0,0.31069594538515455,0.1931656610686332,0.0,0.0,-1.0125,0.7038323481101543,0.0,0.0,-1.0125,
LSTM,33,1,1.0,0.27854508021846414,3,0.9625,0.0,0.0,-1.0125,0.0,0.5156550919637084,0.0,0.0,-1.0125,0.2622276549227536,0.0,0.0,-1.0125,0.2676211819052696,0.0,0.0,-1.0125,0.19202721794135869,0.0,0.0,-1.0125,0.6108888539019972,0.0,0.0,-1.0125,
LSTM,34,0,0.009262725710868835,0.2587619060650468,3,0.9625,-0.99073725938797,0.005490467883646488,0.897231788946039,1.4901161193847656e-08,0.5146913160569966,-0.9906383156776428,0.99073725938797,0.25750567108318445,0.2616542619653046,-0.740646481513977,0.99073725938797,0.11117770534162275,0.26572386594489217,-0.9094113111495972,0.99073725938797,0.23913160226330787,0.1910966169089079,-0.99073725938797,0.005609413608908653,0.870795569981188,0.7049677658360451,-0.99073725938797,0.0058347550220787525,0.8947165823169774,0.3712458307587102
LSTM,35,0,0.1932089924812317,0.2588101450819522,3,0.9625,-0.8067910075187683,0.12906739115715027,0.8439535906783193,5.960464477539063e-08,0.5165940020233393,-0.5634055137634277,0.8067909479141235,0.16260823904702848,0.2616984839551151,-0.560837984085083,0.806790828704834,0.10725602865421235,0.2665489870123565,-0.7731761336326599,0.8067910075187683,0.17123768369308645,0.19228276400826871,-0.8067910075187683,0.13525769114494324,0.862210955085847,0.7025828699115664,-0.8067910075187683,0.09899859130382538,0.8115500991830109,0.4640572884483878
LSTM,36,0,0.19205242395401,0.2579621239565313,3,0.9625,-0.80794757604599,0.1569935381412506,0.8257763313516253,0.0,0.5160227501764894,-0.5623763203620911,0.8079475164413452,0.1290858293885604,0.2617065738886595,-0.5603958964347839,0.8079473972320557,0.10281857985570309,0.2668506079353392,-0.7895011305809021,0.80794757604599,0.14186590591877768,0.19030872988514602,-0.80794757604599,0.1569935381412506,0.8527390076652195,0.7036232738755643,-0.80794757604599,0.14737018942832947,0.7960528426363216,0.4640572884483878
LSTM,37,0,0.00024632865097373724,0.25894139613956213,3,0.9625,-0.9997536540031433,0.00013589614536613226,0.8998314223246178,4.225876182317734e-08,0.5156041469890624,-0.7483525276184082,0.9997531175613403,0.42828388491200076,0.2616179639007896,-0.7547569870948792,0.9997531175613403,0.26453079272795477,0.26638987800106406,-0.7483525276184082,0.9997531175613403,0.37415328656283053,0.19014209299348295,-0.9997536540031433,0.00036477865069173276,0.9053909553013235,0.7073618960566819,-0.9997536540031433,0.00014112380449660122,0.8950428954134919,0.5568687461380654
LSTM,38,0,0.0005144404713064432,0.2585114298854023,3,0.9625,-0.9994855523109436,0.0002331398136448115,0.8998525986732724,7.2177499532699585e-09,0.51494195102714,-0.7496393322944641,0.9994855523109436,0.4110228615757958,0.26130027906037867,-0.8142249584197998,0.9994855523109436,0.26179747647536145,0.2662416340317577,-0.7366985082626343,0.9994855523109436,0.3419272765622723,0.1913404909428209,-0.9994855523109436,0.0003807162574958056,0.8961492420014465,0.7429667310789227,-0.9994855523109436,9.774731006473303e-05,0.8987870025814226,0.4640572884483878
LSTM,39,1,1.0,0.27718264097347856,3,0.9625,0.000398978590965271,0.0,-1.0125,0.0,0.5159458259586245,0.00792624056339264,0.0,0.473241655819054,0.26183295994997025,0.000398978590965271,0.0,-1.0125,0.26680652098730206,0.006063058972358704,0.0,0.3649372523068364,0.18969898694194853,0.000398978590965271,0.0,-1.0125,0.7405737601220608,0.000398978590965271,0.0,-1.0125,
LSTM,40,1,1.0,0.27762196213006973,3,0.9625,0.0008486509323120117,0.0,-1.0125,0.0,0.5151962039526552,7.331371307373047e-06,0.0,0.47269841534277757,0.26182709797285497,0.0008486509323120117,0.0,-1.0125,0.26804617815651,3.516674041748047e-06,0.0,0.36426152579489024,0.1900121110957116,0.0008486509323120117,0.0,-1.0125,0.7049884551670402,0.0008486509323120117,0.0,-1.0125,
LSTM,41,0,0.005968074779957533,0.2592765612062067,3,0.9625,-0.9940319061279297,0.003906159894540906,0.8978965860769754,1.909211277961731e-08,0.5140931429341435,-0.9939727783203125,0.9940319061279297,0.2349656089937422,0.2615485158748925,-0.7439793944358826,0.9940319061279297,0.10055585783827414,0.2659799780230969,-0.9706199169158936,0.9940319061279297,0.23846744961158373,0.18944574799388647,-0.9940319061279297,0.004017243627458811,0.8685471451837499,0.7081183148548007,-0.9940319061279297,0.004277226515114307,0.8953300464738196,0.3712458307587102
LSTM,42,1,1.0,0.27604876505210996,3,0.9625,0.0,0.0,-1.0125,0.0,0.5128481790889055,0.0,0.0,-1.0125,0.25973001099191606,0.0,0.0,-1.0125,0.2656098681036383,0.0,0.0,-1.0125,0.18862528796307743,0.0,0.0,-1.0125,0.6925158421508968,0.0,0.0,-1.0125,
LSTM,43,1,1.0,0.25784435914829373,3,0.9625,0.0,0.0,-1.0125,0.0,0.5135582641232759,0.0,0.0,-1.0125,0.2607202648650855,0.0,0.0,-1.0125,0.2657382250763476,0.0,0.0,-1.0125,0.18971273093484342,0.0,0.0,0.5682199332272668,0.7277216829825193,0.0,0.0,-1.0125,
LSTM,44,0,0.000952459464315325,0.259923926088959,3,0.9625,-0.9990475177764893,0.00024658103939145803,0.8998461980504435,2.2759195417165756e-08,0.5165894811507314,-0.998769998550415,0.9990475177764893,0.31542715462804916,0.26190293091349304,-0.7482914924621582,0.9990475177764893,0.16730880228740053,0.2667775379959494,-0.8658557534217834,0.9990475177764893,0.2489241653060974,0.19117542495951056,-0.9990475177764893,0.00032354186987504363,0.8803341335236272,0.6891006350051612,-0.9990475177764893,0.001331776613369584,0.895427919245223,-0.3712458307587102
LSTM,45,0,0.0007048042607493699,0.25783581705763936,3,0.9625,-0.999295175075531,0.0001663649018155411,0.8998166346733507,2.066371962428093e-08,0.5131057400722057,-0.9991360306739807,0.999295175075531,0.31224537307628686,0.2604621150530875,-0.7509211897850037,0.999295175075531,0.15629480992612943,0.265649972949177,-0.991054356098175,0.999295175075531,0.24336397998509507,0.18876945902593434,-0.999295175075531,0.00018809369066730142,0.8755410618270771,0.651156143983826,-0.999295175075531,0.00022206403082236648,0.8914998773219698,0.3712458307587102
LSTM,46,1,1.0,0.28182753501459956,3,0.9625,0.00022584199905395508,0.0,-1.0125,0.0,0.5153590838890523,0.0001919567584991455,0.0,0.4725400550205179,0.26191690214909613,0.00022584199905395508,0.0,-1.0125,0.2668541339226067,0.000131949782371521,0.0,0.36352060183053725,0.18961437488906085,0.00022584199905395508,0.0,-1.0125,0.7439820179715753,0.00022584199905395508,0.0,-1.0125,
LSTM,47,1,1.0,0.2771827250253409,3,0.9625,0.0,0.0,-1.0125,0.0,0.5172806200571358,0.0,0.0,-1.0125,0.2620824638288468,0.0,0.0,-1.0125,0.2661941950209439,0.0,0.0,-1.0125,0.18875444680452347,0.0,0.0,-1.0125,0.6494155880063772,0.0,0.0,-1.0125,
LSTM,48,0,0.013819465413689613,0.25731885503046215,3,0.9625,-0.9861805438995361,0.00828768964856863,0.8951402176432024,9.313225746154785e-09,0.5163480858318508,-0.9861758351325989,0.9861805438995361,0.22755495033053053,0.262293694075197,-0.7374224662780762,0.9861805438995361,0.0988530697816381,0.26621499890461564,-0.9748250842094421,0.9861805438995361,0.23460376967205154,0.18970509991049767,-0.9861805438995361,0.008011380210518837,0.862125226786322,0.7024580568540841,-0.9861805438995361,0.009642564691603184,0.8947267408709283,0.6488934925922227
LSTM,49,1,1.0,0.27733407309278846,3,0.9625,0.0,0.0,-1.0125,0.0,0.5153644289821386,0.0,0.0,-1.0125,0.26193413115106523,0.0,0.0,-1.0125,0.2666065020021051,0.0,0.0,-1.0125,0.18917131796479225,0.0,0.0,-1.0125,0.6932828819844872,0.0,0.0,-1.0125,
LSTM,50,0,0.0018928924109786749,0.2586781398858875,3,0.9625,-0.9981071352958679,0.0009364542784169316,0.8994389343819382,3.189779818058014e-08,0.5142692460212857,-0.7469357252120972,0.9981071352958679,0.4374396123936106,0.2611454820726067,-0.7160767912864685,0.9981071352958679,0.2655588209500783,0.2666911690030247,-0.7469357252120972,0.9981071352958679,0.39128460600614323,0.18996595893986523,-0.9981071352958679,0.0011504334397614002,0.9088701764002765,0.6915576851461083,-0.9981071352958679,0.0008378361235372722,0.8972981665999318,0.5568687461380654
LSTM,51,0,0.004525687545537949,0.2585254760924727,3,0.9625,-0.9954743385314941,0.00259347353130579,0.8986857226577416,2.60770320892334e-08,0.5148118988145143,-0.9954320192337036,0.9954743385314941,0.25696604076408147,0.261827162001282,-0.7453328967094421,0.9954743385314941,0.10486267587033371,0.2666097669862211,-0.9451673030853271,0.9954743385314941,0.2479644790750526,0.19006382301449776,-0.9954743385314941,0.002680565696209669,0.8702318914409302,0.7476577088236809,-0.9954743385314941,0.002160182688385248,0.8950229039190565,0.3712458307587102
LSTM,52,1,1.0,0.2782006789930165,3,0.9625,0.0,0.0,-1.0125,0.0,0.5143003589473665,2.1457672119140625e-06,0.0,0.4474355940160821,0.26210550079122186,0.0,0.0,-1.0125,0.2669591880403459,2.9802322387695312e-08,0.0,0.31169159379124856,0.1909297949168831,0.0,0.0,-1.0125,0.6922199868131429,0.0,0.0,-1.0125,
LSTM,53,0,0.00022949663980398327,0.2591261558700353,3,0.9625,-0.9997705221176147,0.00013211884652264416,0.8998436469318365,4.084722604602575e-08,0.515717752976343,-0.7486937046051025,0.9996709227561951,0.48274599077199376,0.2623739398550242,-0.5110146999359131,0.9996709227561951,0.3342769835620638,0.2665633810684085,-0.7486937046051025,0.9996709227561951,0.4465469710618617,0.18958018999546766,-0.9997705221176147,0.0003610244602896273,0.8717322469833149,0.7036117999814451,-0.9997705221176147,0.00017808213306125253,0.8991966409176395,0.5568687461380654
LSTM,54,0,0.019728070124983788,0.2585408778395504,3,0.9625,-0.9802719354629517,0.01491738110780716,0.8926176059574449,5.587935447692871e-09,0.5151556611526757,-0.7306447625160217,0.9802719354629517,0.19820833163020768,0.2625745399855077,-0.7333484888076782,0.9802719354629517,0.0975779675246582,0.26711765001527965,-0.9794104099273682,0.9802719354629517,0.21175886336168404,0.18959399103187025,-0.9802719354629517,0.01583750732243061,0.866500929434217,0.5382474351208657,-0.9802719354629517,0.011818692088127136,0.8804062481131534,0.4640572884483878
LSTM,55,1,1.0,0.27796651306562126,3,0.9625,0.00046680867671966553,0.0,-1.0125,0.0,0.5178708278108388,3.412365913391113e-05,0.0,0.47297557640301036,0.2629170180298388,0.00046680867671966553,0.0,-1.0125,0.2681364321615547,1.7434358596801758e-05,0.0,0.36434406657973595,0.18940403405576944,0.00046680867671966553,0.0,-1.0125,0.7440594020299613,0.00046680867671966553,0.0,-1.0125,
LSTM,56,0,0.0014023215044289827,0.26089861802756786,3,0.9625,-0.9985976815223694,0.0005117121036164463,0.8996362993331444,3.026798367500305e-09,0.5154211849439889,-0.9975294470787048,0.9985976815223694,0.36920816551855706,0.2619977199938148,-0.9285849332809448,0.9985976815223694,0.2353982410564519,0.2674698990304023,-0.7486590147018433,0.9985976815223694,0.30313215845335484,0.19095787988044322,-0.9985976815223694,0.0005856830393895507,0.891743037564555,0.4625312171410769,-0.9985976815223694,0.0003968481905758381,0.8975654116055525,0.3712458307587102
LSTM,57,1,1.0,0.2779284759890288,3,0.9625,0.0,0.0,-1.0125,0.0,0.5146040990948677,0.0,0.0,0.448275880961968,0.261184484930709,0.0,0.0,-1.0125,0.26696378109045327,0.0,0.0,0.3106958465260026,0.18948799604550004,0.0,0.0,-1.0125,0.7800448590423912,0.0,0.0,-1.0125,
LSTM,58,0,0.016669971868395805,0.25743334786966443,3,0.9625,-0.9833300113677979,0.011148345656692982,0.8944482333963519,1.6763806343078613e-08,0.5142301211599261,-0.7351046800613403,0.9833300113677979,0.20022366703229655,0.2614808918442577,-0.7336437106132507,0.9833300113677979,0.09836154301104605,0.2652232919353992,-0.9756019711494446,0.9833300113677979,0.2118442933767437,0.18995731603354216,-0.9833300113677979,0.011352777481079102,0.8683320593351174,0.7053097900934517,-0.9833300113677979,0.011946051381528378,0.8893013698129877,0.4640572884483878
LSTM,59,1,1.0,0.2781010759063065,3,0.9625,0.0004235208034515381,0.0,-1.0125,0.0,0.5182974860072136,0.0030564218759536743,0.0,0.4721840023460748,0.2629070628900081,0.0004235208034515381,0.0,-1.0125,0.26747227110899985,0.0028610825538635254,0.0,0.3627550434204767,0.19196543213911355,0.0004235208034515381,0.0,-1.0125,0.5396027821116149,0.0004235208034515381,0.0,-1.0125,
